id;nom;departement;coordonnees;type_commerce;adresse;ville;adresse_mail;tel
406;LES DOUCEURS CHAVAGNAISES;Ille et Vilaine;"{""coordinates"": [[-1.788994465000803, 48.05272047914904]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;3 AVENUE DE LA MAIRIE;CHAVAGNE;;
407;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.871548421583384, 48.10548152056196]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;2 PLACE DU CENTRE;CINTRE;;
408;BOUCHERIE CHARCUTERIE TRAITEUR;Ille et Vilaine;"{""coordinates"": [[-1.523853691000926, 48.055972757728924]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE TRAITEUR;BOUCHERIE CHARCUTERIE TRAIT;DOMLOUP;;
409;OLIVIER, L'EPICIER;Ille et Vilaine;"{""coordinates"": [[-1.516014327704588, 48.25587322268939]], ""type"": ""MultiPoint""}";ALIMENTATION GENERALE;12 PLACE DE L EGLISE;ERCE PRES LIFFRE;;
410;EPICERIE GOURMANDE;Ille et Vilaine;"{""coordinates"": [[-1.790359358828117, 48.221304566282505]], ""type"": ""MultiPoint""}";EPICERIE FRUITS LEGUMES;10 RUE DE DINAN;GEVEZE;;
411;BOULANGERIE PATISSERIE COUSTER;Ille et Vilaine;"{""coordinates"": [[-1.721940344570385, 48.298131965280945]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;9 RUE DE LA LIBERTE;GUIPEL;;
412;MON CARRE DE FRUITS ET DE LEGUMES;Ille et Vilaine;"{""coordinates"": [[-1.503650603866128, 48.21385243616957]], ""type"": ""MultiPoint""}";FRUITS ET LEGUMES;PLACE DE WENDOVER;LIFFRE;;
413;INTERMARCHE;Ille et Vilaine;"{""coordinates"": [[-1.499102735169167, 48.22533876167969]], ""type"": ""MultiPoint""}";HYPERMARCHE;LA BEAUGE;LIFFRE;;
414;LE COUP DE FOURCHETTE;Ille et Vilaine;"{""coordinates"": [[-1.696787547851877, 48.217746472986974]], ""type"": ""MultiPoint""}";RESTAURANT;23 PLACE DE L EGLISE;MELESSE;;
415;LE MACERIEN;Ille et Vilaine;"{""coordinates"": [[-1.747420475911281, 48.21799420816819]], ""type"": ""MultiPoint""}";BAR RESTAURANT;5 RUE DE RENNES;LA MEZIERE;;
416;LA BOUCHERIE DES PRES;Ille et Vilaine;"{""coordinates"": [[-1.755774147496862, 48.219605571775666]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;16 PLACE DE L EGLISE;LA MEZIERE;;
417;JARDIN DE CHINE;Ille et Vilaine;"{""coordinates"": [[-1.730824593863916, 48.202070110243774]], ""type"": ""MultiPoint""}";RESTAURANT CHINOIS;CAP MALO;LA MEZIERE;;
418;BOULANGERIE T & M BIZEUL;Ille et Vilaine;"{""coordinates"": [[-1.535274490101663, 48.13180766419378]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;1 RUE SAINT LOUIS;ACIGNE;;
419;BAR DE LA POSTE;Ille et Vilaine;"{""coordinates"": [[-1.533727211878686, 48.13461646917532]], ""type"": ""MultiPoint""}";BAR + RESTAURATION RAPIDE;1 RUE JULES VERNE;ACIGNE;;
420;DUPONT ET DUPONT;Ille et Vilaine;"{""coordinates"": [[-1.640354736325967, 48.18156609078366]], ""type"": ""MultiPoint""}";RESTAURANT;17 AVENUE D ARMORIQUE;BETTON;;
421;LA P'TITE PAUSE;Ille et Vilaine;"{""coordinates"": [[-1.639304729265431, 48.17635876160131]], ""type"": ""MultiPoint""}";RESTAURANT PIZZERIA;41 RUE DE RENNES;BETTON;;
422;BANETTE;Ille et Vilaine;"{""coordinates"": [[-1.645245656602033, 48.18364151448414]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;CTRE CIAL DU TREGOR;BETTON;;
423;MARCHE PLUS;Ille et Vilaine;"{""coordinates"": [[-1.645350987822371, 48.18386013314901]], ""type"": ""MultiPoint""}";SUPERMARCHE;CTRE CIAL DU TREGOR;BETTON;;
424;PIZZA GIOPPE;Ille et Vilaine;"{""coordinates"": [[-1.639981433851404, 48.17501371175908]], ""type"": ""MultiPoint""}";PIZZA KEBAB SP/AE;54 RUE RENNES;BETTON;;
425;PEPPERONI;Ille et Vilaine;"{""coordinates"": [[-1.438642771447874, 48.184328039764566]], ""type"": ""MultiPoint""}";PIZZA AE/SP;1 RUE SAINT MARTIN;LA BOUEXIERE;;
426;MME BESNARD MICHELLE;Ille et Vilaine;"{""coordinates"": [[-1.615300984288865, 47.99544760333787]], ""type"": ""MultiPoint""}";BAR + PRESSE + DEPOT DE PAIN;BOURG;BOURGBARRE;;
427;"""B""";Ille et Vilaine;"{""coordinates"": [[-1.746305234181912, 48.02474164995659]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;6 AVENUE ALPHONSE LEGAULT;BRUZ;;
428;LE FEYNELL;Ille et Vilaine;"{""coordinates"": [[-1.737686517980763, 48.0573319871058]], ""type"": ""MultiPoint""}";HOTEL RESTAURANT**;LE REYNEL;BRUZ;;
429;PIZZA SPRINT;Ille et Vilaine;"{""coordinates"": [[-1.748431023039841, 48.02599722206813]], ""type"": ""MultiPoint""}";PIZZA AE LIVREE;13 AVENUE JULES TRICAULT;BRUZ;;
430;BISTRONOME;Ille et Vilaine;"{""coordinates"": [[-1.76046945066326, 48.024346276295674]], ""type"": ""MultiPoint""}";RESTAURANT;87 AVENUE JOSEPH JAN;BRUZ;;
431;LE MONTANA;Ille et Vilaine;"{""coordinates"": [[-1.743897539408718, 48.022904678130885]], ""type"": ""MultiPoint""}";RESTAURANT PIZZERIA;2 RUE VICTOR HUGO;BRUZ;;
432;DUZGUN;Ille et Vilaine;"{""coordinates"": [[-1.745289186125835, 48.024167125777616]], ""type"": ""MultiPoint""}";KEBAB SP/AE;6 PLACE MARCEL PAGNOL;BRUZ;;
433;LA MAISON DES SAVEURS;Ille et Vilaine;"{""coordinates"": [[-1.748026385260661, 48.02530949599755]], ""type"": ""MultiPoint""}";EPICERIE FINE;5 AV JULES TRICAULT;BRUZ;;
434;RESTAURANT UNIVERSITAIRE;Ille et Vilaine;"{""coordinates"": [[-1.741775608334532, 48.04669248405979]], ""type"": ""MultiPoint""}";RESTAURANT;KER LANN;BRUZ;;
435;CARAT;Ille et Vilaine;"{""coordinates"": [[-1.759951613662621, 48.028849171836924]], ""type"": ""MultiPoint""}";CHOCOLATERIE CONFISERIE;RUE DU GRAND BE;BRUZ;;
436;LES SABLINES;Ille et Vilaine;"{""coordinates"": [[-1.753285692262287, 48.06255220933281]], ""type"": ""MultiPoint""}";RESTAURANT;LES RIGNIAUX;BRUZ;;
437;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.602704808717867, 48.11449194124908]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;4 RUE DE PARIS;CESSON SEVIGNE;;
438;BRIT HOTEL;Ille et Vilaine;"{""coordinates"": [[-1.588569414962469, 48.11373297024966]], ""type"": ""MultiPoint""}";HOTEL RESTAURANT**;20 RUE DE LA RIGOURDIERE;CESSON SEVIGNE;;
439;LE GASTRONOME;Ille et Vilaine;"{""coordinates"": [[-1.605173107747184, 48.116249638207975]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;11 COURS DE LA VILAINE;CESSON SEVIGNE;;
440;LA TURBINE;Ille et Vilaine;"{""coordinates"": [[-1.60457415634942, 48.10258382623595]], ""type"": ""MultiPoint""}";BAR RESTAURANT;6 RTE CHANTEPIE;CESSON SEVIGNE;;
441;QUICK;Ille et Vilaine;"{""coordinates"": [[-1.588660132782456, 48.112299152931065]], ""type"": ""MultiPoint""}";FAST FOOD SP/AE;0 ZA LA RIGOURDIERE;CESSON SEVIGNE;;
442;LA BELLE EQUIPE;Ille et Vilaine;"{""coordinates"": [[-1.60493857234223, 48.116632173247964]], ""type"": ""MultiPoint""}";RESTAURANT;1 PLACE DE L EGLISE;CESSON SEVIGNE;;
443;LA CORSE OU L'ITALIE;Ille et Vilaine;"{""coordinates"": [[-1.599275377140161, 48.1224099342763]], ""type"": ""MultiPoint""}";EPICERIE FINE;CENTRE COMMERCIAL BOURGCHEVREUIL;CESSON SEVIGNE;;
444;BUFFALO GRILL;Ille et Vilaine;"{""coordinates"": [[-1.587770448362022, 48.112903050786514]], ""type"": ""MultiPoint""}";RESTAURANT;LIEU DIT LA RIGOURDIERE;CESSON SEVIGNE;;
445;L'HYPPOCAMPE;Ille et Vilaine;"{""coordinates"": [[-1.60260722515867, 48.119162692357044]], ""type"": ""MultiPoint""}";CAFETERIA;RUE DE L HOTEL DE VILLE;CESSON SEVIGNE;;
446;LE SWAN'S;Ille et Vilaine;"{""coordinates"": [[-1.602394478116092, 48.11443586737026]], ""type"": ""MultiPoint""}";BAR GRILL;6 RUE DE PARIS;CESSON SEVIGNE;;
447;LE CAFE DE PARIS;Ille et Vilaine;"{""coordinates"": [[-1.602022898557793, 48.11422378497792]], ""type"": ""MultiPoint""}";BAR RESTAURANT;5 RUE DE PARIS;CESSON SEVIGNE;;
448;LE ROYAL CESSON;Ille et Vilaine;"{""coordinates"": [[-1.587345181119205, 48.112790184811146]], ""type"": ""MultiPoint""}";RESTAURANT ASIATIQUE;LIEU DIT LA RIGOURDIERE;CESSON SEVIGNE;;
449;RELAIS DES PAINS;Ille et Vilaine;"{""coordinates"": [[-1.625015141911657, 48.13559723181141]], ""type"": ""MultiPoint""}";BOULANGERIE DRIVE;26 B ROUTE DE FOUGERES;CESSON SEVIGNE;;
450;BOULANGERIE CLAUDINE ET PATRICK BURGEVIN;Ille et Vilaine;"{""coordinates"": [[-1.620827099781297, 48.08899925386259]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;51 AVENUE ANDRE BONNIN;CHANTEPIE;;
451;LE GRILLON;Ille et Vilaine;"{""coordinates"": [[-1.621672034674969, 48.089079782415794]], ""type"": ""MultiPoint""}";PIZZERIA GRILL;28 AVENUE ANDRE BONNIN;CHANTEPIE;;
452;NOZ L'AS DES LOTS;Ille et Vilaine;"{""coordinates"": [[-1.626099494613007, 48.083660150826184]], ""type"": ""MultiPoint""}";BAZAR + ALIMENTATION GENERALE;5 RUE DES LOGETTES;CHANTEPIE;;
453;LE THAILANDAIS;Ille et Vilaine;"{""coordinates"": [[-1.6164415473025, 48.08816235982995]], ""type"": ""MultiPoint""}";RESTAURANT ASIATIQUE;2 RUE DU PARC;CHANTEPIE;;
454;LA STRADA;Ille et Vilaine;"{""coordinates"": [[-1.6208082038134, 48.08781717691033]], ""type"": ""MultiPoint""}";RESTAURANT;5 PLACE DES MARELLES;CHANTEPIE;;
455;LE REVERBERE;Ille et Vilaine;"{""coordinates"": [[-1.720387948847976, 48.17183174167723]], ""type"": ""MultiPoint""}";BAR RESTAURANT;LE REVERBERE;LA CHAPELLE DES FOUGERETZ;;
456;LE CLOS DINE;Ille et Vilaine;"{""coordinates"": [[-1.866004545003059, 48.12408291902699]], ""type"": ""MultiPoint""}";BAR RESTAURANT;6 RUE DU COMMERCE;LA CHAPELLE THOUARAULT;;
457;NATURE GOURMANDE;Ille et Vilaine;"{""coordinates"": [[-1.705589625248905, 48.04225919181729]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;39 RUE DE LA POTERIE;CHARTRES DE BRETAGNE;;
458;LA TERASSE;Ille et Vilaine;"{""coordinates"": [[-1.707455498214863, 48.04254055455483]], ""type"": ""MultiPoint""}";CREPERIE SALADERIE GRILL;33 RUE DE LA POTERIE;CHARTRES DE BRETAGNE;;
459;BAR DE L'ENTRACTE;Ille et Vilaine;"{""coordinates"": [[-1.712507641746727, 48.041833361433724]], ""type"": ""MultiPoint""}";BAR RESTAURATION RAPIDE;66 AV DU GENERAL DE GAULLE;CHARTRES DE BRETAGNE;;
460;ST OUEN;Ille et Vilaine;"{""coordinates"": [[-1.71243962633175, 48.041956798192196]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;64 AVENUE DU GENERAL DE GAU;CHARTRES DE BRETAGNE;;
461;EPICERIE ITALIENNE;Ille et Vilaine;"{""coordinates"": [[-1.705435224643225, 48.04168581381587]], ""type"": ""MultiPoint""}";EPICERIE SPECIALITEE ITALIENNE;7 AV DE LA MARIONNAIS;CHARTRES DE BRETAGNE;;
462;BOUCHERIE BEAUDUCEL PERE ET FILS;Ille et Vilaine;"{""coordinates"": [[-1.706476770494194, 48.04190588611994]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;RUE DE LWOWEK;CHARTRES DE BRETAGNE;;
463;AUBERGE DU CHEVAL BLANC;Ille et Vilaine;"{""coordinates"": [[-1.501834590997246, 48.048092528226576]], ""type"": ""MultiPoint""}";HOTEL RESTAURANT;7 RUE DE LA MADELEINE;CHATEAUGIRON;;
464;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.50313902891492, 48.04817325966531]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;44 RUE DE LA MADELEINE;CHATEAUGIRON;;
465;LA CHAVAGNAISE;Ille et Vilaine;"{""coordinates"": [[-1.790316942544266, 48.053660191998695]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;4 RUE DE LA CROIX VERTE;CHAVAGNE;;
466;GUERIN EURL;Ille et Vilaine;"{""coordinates"": [[-1.630339582831232, 48.20982937813229]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE + FROMAGE + VINS +ALI GEN;14 RUE ILLE ET RANCE;CHEVAIGNE;;
467;LE RINON;Ille et Vilaine;"{""coordinates"": [[-1.523179242788607, 48.06240684070891]], ""type"": ""MultiPoint""}";BAR RESTAURANT;1 RUE DU PETIT BOIS;DOMLOUP;;
468;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.369401188812479, 48.19309835654922]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;7 PLACE DE L EGLISE;DOURDAIN;;
469;LA CIDRIERE;Ille et Vilaine;"{""coordinates"": [[-1.792114890835942, 48.22140947183066]], ""type"": ""MultiPoint""}";CREPERIE;15 RUE DE DINAN;GEVEZE;;
470;HOTEL LE BARON;Ille et Vilaine;"{""coordinates"": [[-1.819394346001935, 48.12263157820473]], ""type"": ""MultiPoint""}";HOTEL RESTAURANT**;5 RUE DE CINTRE;L HERMITAGE;;
471;L'EPI D'OR;Ille et Vilaine;"{""coordinates"": [[-1.814570598983016, 48.12548185521698]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;10 RUE DE RENNES;L HERMITAGE;;
472;CREPERIE DU ROY;Ille et Vilaine;"{""coordinates"": [[-1.506526657921522, 48.21417442645666]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE;4 RUE DE RENNES;LIFFRE;;
473;LE BOLERO;Ille et Vilaine;"{""coordinates"": [[-1.51486009154039, 48.21099313519601]], ""type"": ""MultiPoint""}";BAR BRASSERIE;98 RUE DE RENNES;LIFFRE;;
474;SUPER U;Ille et Vilaine;"{""coordinates"": [[-1.702697477863937, 48.21552304086049]], ""type"": ""MultiPoint""}";HYPERMARCHE;RTE ESPACE QUARTIER LIBRE;MELESSE;;
475;LE RELAIS DU BOULET;Ille et Vilaine;"{""coordinates"": [[-1.641668604779893, 48.32858137146932]], ""type"": ""MultiPoint""}";BAR RESTAURANT SNACK;3 PL DE L'EGLISE;FEINS;;
476;CAFE DE LA POSTE;Ille et Vilaine;"{""coordinates"": [[-1.519077479992075, 48.2972108412071]], ""type"": ""MultiPoint""}";BAR TABAC DEPOT PAIN PRESSE RELAIS COLIS POSTE GAZ;BOURG;GAHARD;;
477;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.785587504807691, 48.220369998834904]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;RUE DE RENNES;GEVEZE;;
478;LA NAVONA;Ille et Vilaine;"{""coordinates"": [[-1.789580811384129, 48.22069893133732]], ""type"": ""MultiPoint""}";BAR PIZZERIA;14 PLACE DE L EGLISE;GEVEZE;;
479;BAR DES SPORTS;Ille et Vilaine;"{""coordinates"": [[-1.715819166441646, 48.15530291173829]], ""type"": ""MultiPoint""}";BAR RESTAURANT;8 PLACE JANE BEUSNEL;MONTGERMONT;;
480;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.715805358474475, 48.1558698830924]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;PLACE JANE BEUSNEL;MONTGERMONT;;
481;BOULANGERIE PATISSERIE BRIAND;Ille et Vilaine;"{""coordinates"": [[-1.671074798839678, 48.30721917341882]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE ALIMENTATION GENERALE;15 AVENUE ALEXIS REY;MONTREUIL SUR ILLE;;
482;RESTAURANT DU CENTRE;Ille et Vilaine;"{""coordinates"": [[-1.670013145350098, 48.307930728153984]], ""type"": ""MultiPoint""}";BAR RESTAURANT;10 AVENUE ALEXIS REY;MONTREUIL SUR ILLE;;
483;LE KERCE-INE;Ille et Vilaine;"{""coordinates"": [[-1.846061105417848, 48.07405202804479]], ""type"": ""MultiPoint""}";BAR RESTAURANT TRAITEUR;46 AVENUE MARECHAL LECLERC;MORDELLES;;
484;LA GOURMANDISE;Ille et Vilaine;"{""coordinates"": [[-1.845568961225288, 48.07430285230901]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;50 AVENUE MARECHAL LECLERC;MORDELLES;;
485;SUCRE SALE;Ille et Vilaine;"{""coordinates"": [[-1.851450728914184, 48.07141447726726]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE;4 AV LORIENT;MORDELLES;;
486;LE MEKONG;Ille et Vilaine;"{""coordinates"": [[-1.851340395082318, 48.071457992184655]], ""type"": ""MultiPoint""}";RESTAURANT CHINOIS;2 AVENUE DE LORIENT;MORDELLES;;
487;D. PAPILLON;Ille et Vilaine;"{""coordinates"": [[-1.665489586883322, 48.04224228962729]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;1 RUE DES OISEAUX;NOYAL CHATILLON SUR SEICHE;;
488;SUPER U;Ille et Vilaine;"{""coordinates"": [[-1.669938747468109, 48.04250003154274]], ""type"": ""MultiPoint""}";SUPERMARCHE;4 RUE POTIERS;NOYAL CHATILLON SUR SEICHE;;
489;LA BEFANA;Ille et Vilaine;"{""coordinates"": [[-1.662190976600525, 48.04267070991078]], ""type"": ""MultiPoint""}";PIZZERIA;29 SQUARE SAINT MARTIN;NOYAL CHATILLON SUR SEICHE;;
490;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.772532660750699, 48.14744871262776]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;4 PLACE SAINT MELAINE;PACE;;
491;HA;Ille et Vilaine;"{""coordinates"": [[-1.772767709457841, 48.147314224731815]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;1 AV BRIZEUX;PACE;;
492;PIZZA SPRINT;Ille et Vilaine;"{""coordinates"": [[-1.772476405131159, 48.14750114560894]], ""type"": ""MultiPoint""}";PIZZA A EMPORTER 7/7;3 PLACE SAINT MELAINE;PACE;;
493;BISTROT DES SAVEURS;Ille et Vilaine;"{""coordinates"": [[-1.789564927221315, 48.14938910871795]], ""type"": ""MultiPoint""}";RESTAURANT;26 RUE DU DOCTEUR LEON;PACE;;
494;MC DONALD'S;Ille et Vilaine;"{""coordinates"": [[-1.767842599378431, 48.13992273279692]], ""type"": ""MultiPoint""}";FAST FOOD SP/AE;LA GIRAUDAIS;PACE;;
495;BOULANGERIE PATISSERIE LA GOURMANDINE;Ille et Vilaine;"{""coordinates"": [[-1.827898688339478, 48.19199702092482]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;21 RUE PRINCIPALE;PARTHENAY DE BRETAGNE;;
496;LE ROYAL;Ille et Vilaine;"{""coordinates"": [[-1.681038473481435, 48.11077150919497]], ""type"": ""MultiPoint""}";BAR RESTAURANT;3 PLACE DU CALVAIRE;RENNES;;
497;OLIVIERS AND CO;Ille et Vilaine;"{""coordinates"": [[-1.679043329101382, 48.1084849020404]], ""type"": ""MultiPoint""}";HUILE D'OLIVE;11 RUE JULES SIMON;RENNES;;
498;LA DALLE;Ille et Vilaine;"{""coordinates"": [[-1.679051510401256, 48.10468849739354]], ""type"": ""MultiPoint""}";BAR BRASSERIE;25 PLACE DU COLOMBIER;RENNES;;
499;SIAM;Ille et Vilaine;"{""coordinates"": [[-1.676077045168121, 48.10834794293971]], ""type"": ""MultiPoint""}";RESTAURANT ASIATIQUE;1 RUE DES CARMES;RENNES;;
500;STE CREPERIE SAINTE ANNE;Ille et Vilaine;"{""coordinates"": [[-1.679963615374438, 48.114185003549196]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE;PLACE SAINTE ANNE;RENNES;;
501;L'AROMATIK;Ille et Vilaine;"{""coordinates"": [[-1.683287006499304, 48.10922305971007]], ""type"": ""MultiPoint""}";BAR RESTAURANT;35 RUE DE LA CHALOTAIS;RENNES;;
502;LA BOUTIQUE DE L'ARTISAN;Ille et Vilaine;"{""coordinates"": [[-1.679530404167352, 48.11186753670449]], ""type"": ""MultiPoint""}";SALON DE THE;RUE D ESTREES;RENNES;;
503;BOUCHERIE LETERTRE BERNARD;Ille et Vilaine;"{""coordinates"": [[-1.653487618727571, 48.09914619979097]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;23 BOULEVARD LEON BOURGEOIS;RENNES;;
504;LE STENDHAL;Ille et Vilaine;"{""coordinates"": [[-1.708069180585856, 48.1098866386642]], ""type"": ""MultiPoint""}";HOTEL RESTAURANT;5 RUE DU CHP DE LA JUSTICE;RENNES;;
505;LA LANTERNE;Ille et Vilaine;"{""coordinates"": [[-1.68216496296834, 48.10974416215158]], ""type"": ""MultiPoint""}";BAR RESTAURANT;13 QUAI LAMENNAIS;RENNES;;
506;ZORBA LE GREC;Ille et Vilaine;"{""coordinates"": [[-1.676694615183343, 48.111841824119004]], ""type"": ""MultiPoint""}";KEBAB SP/AE RESTAURATION RAPIDE;11 RUE SAINT GEORGES;RENNES;;
507;LA TAVERNE GRECQUE;Ille et Vilaine;"{""coordinates"": [[-1.683341267135286, 48.11056016170926]], ""type"": ""MultiPoint""}";RESTAURANT GREC;1 RUE DES DAMES;RENNES;;
508;LEON LE COCHON;Ille et Vilaine;"{""coordinates"": [[-1.67772733829777, 48.10956082247544]], ""type"": ""MultiPoint""}";RESTAURANT;1 RUE MARECHAL JOFFRE;RENNES;;
509;LE GASCON;Ille et Vilaine;"{""coordinates"": [[-1.675563708588328, 48.103746681880516]], ""type"": ""MultiPoint""}";RESTAURANT;15 BOULEVARD BEAUMONT;RENNES;;
510;AS  DU KEBAB;Ille et Vilaine;"{""coordinates"": [[-1.681149788037926, 48.091345919418096]], ""type"": ""MultiPoint""}";KEBAB SP/AE RESTAURATION RAPIDE;5 SQUARE SARAH BERNHARDT;RENNES;;
511;LE NEUF;Ille et Vilaine;"{""coordinates"": [[-1.678433557362037, 48.106592767181695]], ""type"": ""MultiPoint""}";RESTAURANT ASIATIQUE;9 RUE EMILE SOUVESTRE;RENNES;;
512;CAFE L'HIPPOCAMPE;Ille et Vilaine;"{""coordinates"": [[-1.692745037536967, 48.08499127893193]], ""type"": ""MultiPoint""}";SANDWICHERIE SP/AE;4 PL ALBERT BAYET;RENNES;;
513;LE BOUDOIR;Ille et Vilaine;"{""coordinates"": [[-1.679034684457037, 48.108372793248016]], ""type"": ""MultiPoint""}";SALON DE THE;11 RUE JULES SIMON;RENNES;;
514;CREPERIE DU BOULEVARD;Ille et Vilaine;"{""coordinates"": [[-1.676470182401684, 48.103643358109125]], ""type"": ""MultiPoint""}";CREPERIE;5 BD BEAUMONT;RENNES;;
515;AY! MEXICO;Ille et Vilaine;"{""coordinates"": [[-1.684727158340092, 48.11235522792451]], ""type"": ""MultiPoint""}";RESTAURANT MEXICAIN;7 RUE DE JUILLET;RENNES;;
516;LE SAINT-GEORGES;Ille et Vilaine;"{""coordinates"": [[-1.682436215684634, 48.11099983873498]], ""type"": ""MultiPoint""}";RESTAURANT;11 RUE DU CHAPITRE;RENNES;;
517;CREPERIE SAINT MELAINE;Ille et Vilaine;"{""coordinates"": [[-1.678223640824211, 48.11499804850316]], ""type"": ""MultiPoint""}";RESTAURANT CREPERIE;13 RUE SAINT MELAINE;RENNES;;
518;LA PARENTHESE;Ille et Vilaine;"{""coordinates"": [[-1.673724423970924, 48.10731797209326]], ""type"": ""MultiPoint""}";GLACE + CREPERIE;1 BLD DE LA LIBERTE;RENNES;;
519;BOULANGERIE PATISSERIE;Ille et Vilaine;"{""coordinates"": [[-1.681161765885794, 48.117242202937796]], ""type"": ""MultiPoint""}";BOULANGERIE PATISSERIE;35 RUE DE SAINT MALO;RENNES;;
520;SEMARD MARCHE;Ille et Vilaine;"{""coordinates"": [[-1.653870171809861, 48.09386251746487]], ""type"": ""MultiPoint""}";SUPERETTE;1 RUE PIERRE SEMARD;RENNES;;
521;LE BEC FIN;Ille et Vilaine;"{""coordinates"": [[-1.68304061519186, 48.11716774856569]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE TRAITEUR;25 RUE LEGRAVEREND;RENNES;;
522;BOUCHERIE CHARCUTERIE;Ille et Vilaine;"{""coordinates"": [[-1.66270846724353, 48.09390407178759]], ""type"": ""MultiPoint""}";BOUCHERIE CHARCUTERIE;9 RUE YVONNICK LAURENT;RENNES;;
523;PICADILLY TAVERN;Ille et Vilaine;"{""coordinates"": [[-1.678654574127131, 48.1111323086812]], ""type"": ""MultiPoint""}";BAR BRASSERIE;15 GALERIE THEATRE;RENNES;;
